"match_id","slam","year","SetNo","GameNo","PointNumber","player1","player2","Speed_MPH","ServeNumber","PointServer","PointWinner","ServeWidth","ServeDepth","RallyCount","P1DistanceRun","P2DistanceRun","P1Score","P2Score","state","GameWinner","serving_player_won","speed_ratio","P1BreakPoint","P2BreakPoint","P1GamesWon","P2GamesWon","importance","player1_name","player2_name","player1_avg_welo","player2_avg_welo","ElapsedSeconds"
"2021-wimbledon-2108","wimbledon",2021,1,4,26,"Clara Tauson","Barbora Krejcikova",109,1,1,2,"BC","CTL",2,21.145,23.371,"30","40","30-40",0,0,1.08162612035851,0,0,1,2,0.0871620525692004,"tauson c.","krejcikova b.",1500,1557.11016512075,883
"2021-wimbledon-2108","wimbledon",2021,1,4,27,"Clara Tauson","Barbora Krejcikova",103,1,1,1,"C","CTL",3,18.782,19.383,"40","40","40-40",0,1,1.02208706786172,0,1,1,2,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,913
"2021-wimbledon-2108","wimbledon",2021,1,4,28,"Clara Tauson","Barbora Krejcikova",88,2,1,1,"BC","NCTL",5,23.358,24.336,"AD","40","AD-40",0,0,0.873239436619718,0,0,1,2,0.488078399378659,"tauson c.","krejcikova b.",1500,1557.11016512075,938
"2021-wimbledon-2108","wimbledon",2021,1,4,29,"Clara Tauson","Barbora Krejcikova",106,1,1,1,"BW","NCTL",1,12.475,14.761,"0","0","0-0",1,1,1.05185659411012,0,0,2,2,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,984
"2021-wimbledon-2108","wimbledon",2021,1,5,30,"Clara Tauson","Barbora Krejcikova",99,1,2,2,"BW","NCTL",9,39.553,34.519,"0","15","15-0",0,0,0.98605577689243,0,0,2,2,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,1014
"2021-wimbledon-2108","wimbledon",2021,1,5,32,"Clara Tauson","Barbora Krejcikova",89,2,2,1,"C","NCTL",2,22.779,26.574,"30","15","15-30",0,0,0.886454183266932,0,0,2,2,0.105611045837095,"tauson c.","krejcikova b.",1500,1557.11016512075,1090
"2021-wimbledon-2108","wimbledon",2021,1,5,33,"Clara Tauson","Barbora Krejcikova",84,2,2,2,"B","CTL",3,22.535,22.472,"30","30","30-30",0,1,0.836653386454183,0,0,2,2,0.00493565733939594,"tauson c.","krejcikova b.",1500,1557.11016512075,1151
"2021-wimbledon-2108","wimbledon",2021,1,5,34,"Clara Tauson","Barbora Krejcikova",91,2,2,2,"BC","NCTL",1,12.963,12.249,"30","40","40-30",0,1,0.906374501992032,0,0,2,2,0.0905063391120761,"tauson c.","krejcikova b.",1500,1557.11016512075,1187
"2021-wimbledon-2108","wimbledon",2021,1,6,36,"Clara Tauson","Barbora Krejcikova",71,1,1,2,"C","NCTL",2,16.292,19.657,"0","15","0-15",0,0,0.704545454545454,0,0,2,3,0.255731469782031,"tauson c.","krejcikova b.",1500,1557.11016512075,1346
"2021-wimbledon-2108","wimbledon",2021,1,6,38,"Clara Tauson","Barbora Krejcikova",94,1,1,2,"W","NCTL",2,20.959,21.066,"0","40","0-40",0,0,0.932778489116517,0,0,2,3,0.813800102259818,"tauson c.","krejcikova b.",1500,1557.11016512075,1400
"2021-wimbledon-2108","wimbledon",2021,1,7,40,"Clara Tauson","Barbora Krejcikova",89,1,2,1,"BC","NCTL",8,33.772,37.515,"15","0","0-15",0,1,0.886454183266932,0,0,2,4,0.255731469782031,"tauson c.","krejcikova b.",1500,1557.11016512075,1459
"2021-wimbledon-2108","wimbledon",2021,1,7,41,"Clara Tauson","Barbora Krejcikova",99,1,2,2,"C","NCTL",3,19.856,17.442,"15","15","15-15",0,0,0.98605577689243,0,0,2,4,0.00149198961533858,"tauson c.","krejcikova b.",1500,1557.11016512075,1490
"2021-wimbledon-2108","wimbledon",2021,1,7,42,"Clara Tauson","Barbora Krejcikova",99,1,2,2,"W","NCTL",3,20.5,16.239,"15","30","30-15",0,0,0.98605577689243,0,0,2,4,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,1517
"2021-wimbledon-2108","wimbledon",2021,1,7,43,"Clara Tauson","Barbora Krejcikova",91,2,2,2,"B","NCTL",1,14.421,14.66,"15","40","40-15",0,1,0.906374501992032,0,0,2,4,0.293175427425452,"tauson c.","krejcikova b.",1500,1557.11016512075,1544
"2021-wimbledon-2108","wimbledon",2021,1,8,45,"Clara Tauson","Barbora Krejcikova",103,1,1,1,"BC","NCTL",1,15.514,16.697,"15","0","15-0",0,1,1.02208706786172,0,0,2,5,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,1684
"2021-wimbledon-2108","wimbledon",2021,1,8,46,"Clara Tauson","Barbora Krejcikova",89,2,1,1,"BW","CTL",9,41.777,38.902,"30","0","30-0",0,0,0.883162612035851,0,0,2,5,0.559358499156245,"tauson c.","krejcikova b.",1500,1557.11016512075,1705
"2021-wimbledon-2108","wimbledon",2021,1,8,47,"Clara Tauson","Barbora Krejcikova",109,1,1,1,"C","NCTL",1,12.3,13.969,"40","0","40-0",0,1,1.08162612035851,0,0,2,5,0.835679640935306,"tauson c.","krejcikova b.",1500,1557.11016512075,1758
"2021-wimbledon-2108","wimbledon",2021,1,8,49,"Clara Tauson","Barbora Krejcikova",89,2,1,1,"C","NCTL",5,27.655,22.674,"0","0","0-0",1,0,0.883162612035851,0,0,3,5,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,1815
"2021-wimbledon-2108","wimbledon",2021,1,9,50,"Clara Tauson","Barbora Krejcikova",88,2,2,2,"B","NCTL",3,31.419,34.75,"0","15","15-0",0,1,0.876494023904382,0,0,3,5,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,1862
"2021-wimbledon-2108","wimbledon",2021,1,9,52,"Clara Tauson","Barbora Krejcikova",106,1,2,2,"C","NCTL",1,13.287,12.14,"15","30","30-15",0,0,1.05577689243028,0,0,3,5,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,1944
"2021-wimbledon-2108","wimbledon",2021,1,9,53,"Clara Tauson","Barbora Krejcikova",100,1,2,1,"C","NCTL",8,32.882,22.326,"30","30","30-30",0,1,0.99601593625498,0,0,3,5,0.00493565733939594,"tauson c.","krejcikova b.",1500,1557.11016512075,1963
"2021-wimbledon-2108","wimbledon",2021,1,9,54,"Clara Tauson","Barbora Krejcikova",93,2,2,2,"BC","NCTL",1,16.697,15.422,"30","40","40-30",0,1,0.926294820717131,0,0,3,5,0.0905063391120761,"tauson c.","krejcikova b.",1500,1557.11016512075,1996
"2021-wimbledon-2108","wimbledon",2021,1,9,55,"Clara Tauson","Barbora Krejcikova",96,1,2,2,"BW","NCTL",1,20.809,18.176,"0","0","0-0",2,0,0.956175298804781,0,0,3,6,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,2032
"2021-wimbledon-2108","wimbledon",2021,2,1,56,"Clara Tauson","Barbora Krejcikova",101,1,1,1,"C","NCTL",1,16.703,20.823,"15","0","15-0",0,1,1.00224071702945,0,0,0,0,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,2164
"2021-wimbledon-2108","wimbledon",2021,2,1,57,"Clara Tauson","Barbora Krejcikova",98,1,1,2,"C","NCTL",6,28.681,31.891,"15","15","15-15",0,0,0.97247119078105,0,0,0,0,0.00149198961533858,"tauson c.","krejcikova b.",1500,1557.11016512075,2185
"2021-wimbledon-2108","wimbledon",2021,2,1,58,"Clara Tauson","Barbora Krejcikova",104,1,1,1,"C","NCTL",1,17.427,18.346,"30","15","30-15",0,1,1.03201024327785,0,0,0,0,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,2227
"2021-wimbledon-2108","wimbledon",2021,2,1,59,"Clara Tauson","Barbora Krejcikova",107,1,1,1,"BW","NCTL",3,15.817,19.513,"40","15","40-15",0,1,1.06177976952625,0,0,0,0,0.293175427425452,"tauson c.","krejcikova b.",1500,1557.11016512075,2246
"2021-wimbledon-2108","wimbledon",2021,2,1,60,"Clara Tauson","Barbora Krejcikova",109,1,1,2,"C","NCTL",6,20.169,29.209,"40","30","40-30",0,0,1.08162612035851,0,0,0,0,0.0905063391120761,"tauson c.","krejcikova b.",1500,1557.11016512075,2271
"2021-wimbledon-2108","wimbledon",2021,2,1,61,"Clara Tauson","Barbora Krejcikova",95,2,1,2,"B","NCTL",2,17.798,19.483,"40","40","40-40",0,1,0.94270166453265,0,0,0,0,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,2304
"2021-wimbledon-2108","wimbledon",2021,2,1,62,"Clara Tauson","Barbora Krejcikova",95,2,1,2,"BC","NCTL",2,17.182,18.355,"40","AD","40-AD",0,1,0.94270166453265,0,0,0,0,0.446919057515869,"tauson c.","krejcikova b.",1500,1557.11016512075,2392
"2021-wimbledon-2108","wimbledon",2021,2,2,64,"Clara Tauson","Barbora Krejcikova",105,1,2,2,"C","NCTL",1,17.968,17.526,"0","15","15-0",0,0,1.04581673306773,0,0,0,1,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,2496
"2021-wimbledon-2108","wimbledon",2021,2,2,65,"Clara Tauson","Barbora Krejcikova",87,2,2,1,"BC","CTL",6,23.818,23.103,"15","15","15-15",0,0,0.866533864541833,0,0,0,1,0.00149198961533858,"tauson c.","krejcikova b.",1500,1557.11016512075,2515
"2021-wimbledon-2108","wimbledon",2021,2,2,67,"Clara Tauson","Barbora Krejcikova",105,1,2,1,"BC","CTL",4,36.41,33.07,"40","15","15-40",0,1,1.04581673306773,0,0,0,1,0.301229808220006,"tauson c.","krejcikova b.",1500,1557.11016512075,2600
"2021-wimbledon-2108","wimbledon",2021,2,2,68,"Clara Tauson","Barbora Krejcikova",101,1,2,2,"W","NCTL",3,33.294,18.727,"40","30","30-40",0,0,1.00597609561753,1,0,0,1,0.0871620525692004,"tauson c.","krejcikova b.",1500,1557.11016512075,2625
"2021-wimbledon-2108","wimbledon",2021,2,2,69,"Clara Tauson","Barbora Krejcikova",86,2,2,2,"B","NCTL",1,20.62,25.059,"40","40","40-40",0,1,0.856573705179283,1,0,0,1,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,2655
"2021-wimbledon-2108","wimbledon",2021,2,2,70,"Clara Tauson","Barbora Krejcikova",91,2,2,2,"B","NCTL",9,45.857,34.079,"40","AD","AD-40",0,1,0.906374501992032,0,0,0,1,0.488078399378659,"tauson c.","krejcikova b.",1500,1557.11016512075,2691
"2021-wimbledon-2108","wimbledon",2021,2,2,71,"Clara Tauson","Barbora Krejcikova",91,2,2,2,"B","NCTL",7,37.327,24.283,"0","0","0-0",2,1,0.906374501992032,0,0,0,2,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,2748
"2021-wimbledon-2108","wimbledon",2021,2,3,72,"Clara Tauson","Barbora Krejcikova",97,2,1,2,"BC","CTL",10,43.462,40.453,"0","15","0-15",0,1,0.962548015364917,0,0,0,2,0.255731469782031,"tauson c.","krejcikova b.",1500,1557.11016512075,2811
"2021-wimbledon-2108","wimbledon",2021,2,3,73,"Clara Tauson","Barbora Krejcikova",89,2,1,2,"W","NCTL",6,29.075,29.552,"0","30","0-30",0,1,0.883162612035851,0,0,0,2,0.541853831054432,"tauson c.","krejcikova b.",1500,1557.11016512075,2860
"2021-wimbledon-2108","wimbledon",2021,2,3,74,"Clara Tauson","Barbora Krejcikova",95,1,1,1,"BW","NCTL",5,23.615,22.619,"15","30","15-30",0,1,0.94270166453265,0,0,0,2,0.105611045837095,"tauson c.","krejcikova b.",1500,1557.11016512075,2901
"2021-wimbledon-2108","wimbledon",2021,2,3,75,"Clara Tauson","Barbora Krejcikova",100,1,1,2,"W","CTL",2,16.538,17.463,"15","40","15-40",0,0,0.992317541613316,0,0,0,2,0.301229808220006,"tauson c.","krejcikova b.",1500,1557.11016512075,2933
"2021-wimbledon-2108","wimbledon",2021,2,4,77,"Clara Tauson","Barbora Krejcikova",102,1,2,1,"BC","CTL",2,23.325,25.213,"15","0","0-15",0,1,1.01593625498008,0,0,0,3,0.255731469782031,"tauson c.","krejcikova b.",1500,1557.11016512075,3076
"2021-wimbledon-2108","wimbledon",2021,2,4,78,"Clara Tauson","Barbora Krejcikova",90,2,2,2,"B","NCTL",3,20.04,28.406,"15","15","15-15",0,1,0.896414342629482,0,0,0,3,0.00149198961533858,"tauson c.","krejcikova b.",1500,1557.11016512075,3096
"2021-wimbledon-2108","wimbledon",2021,2,4,79,"Clara Tauson","Barbora Krejcikova",101,1,2,1,"W","NCTL",4,27.797,20.21,"30","15","15-30",0,1,1.00597609561753,0,0,0,3,0.105611045837095,"tauson c.","krejcikova b.",1500,1557.11016512075,3136
"2021-wimbledon-2108","wimbledon",2021,2,4,80,"Clara Tauson","Barbora Krejcikova",104,1,2,1,"C","NCTL",8,35.092,33.922,"40","15","15-40",0,1,1.03585657370518,0,0,0,3,0.301229808220006,"tauson c.","krejcikova b.",1500,1557.11016512075,3169
"2021-wimbledon-2108","wimbledon",2021,2,4,81,"Clara Tauson","Barbora Krejcikova",91,2,2,2,"B","CTL",3,26.202,29.868,"40","30","30-40",0,1,0.906374501992032,1,0,0,3,0.0871620525692004,"tauson c.","krejcikova b.",1500,1557.11016512075,3201
"2021-wimbledon-2108","wimbledon",2021,2,4,82,"Clara Tauson","Barbora Krejcikova",104,1,2,2,"B","NCTL",3,21.768,15.562,"40","40","40-40",0,0,1.03585657370518,1,0,0,3,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,3249
"2021-wimbledon-2108","wimbledon",2021,2,4,83,"Clara Tauson","Barbora Krejcikova",93,2,2,2,"B","NCTL",7,31.7,30.337,"40","AD","AD-40",0,1,0.926294820717131,0,0,0,3,0.488078399378659,"tauson c.","krejcikova b.",1500,1557.11016512075,3276
"2021-wimbledon-2108","wimbledon",2021,2,4,84,"Clara Tauson","Barbora Krejcikova",106,1,2,2,"B","NCTL",1,15.325,13.812,"0","0","0-0",2,0,1.05577689243028,0,0,0,4,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,3321
"2021-wimbledon-2108","wimbledon",2021,2,5,85,"Clara Tauson","Barbora Krejcikova",98,1,1,1,"BC","CTL",5,22.591,33.851,"15","0","15-0",0,1,0.97247119078105,0,0,0,4,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,3373
"2021-wimbledon-2108","wimbledon",2021,2,5,86,"Clara Tauson","Barbora Krejcikova",94,2,1,2,"B","NCTL",4,16.209,22.526,"15","15","15-15",0,1,0.932778489116517,0,0,0,4,0.00149198961533858,"tauson c.","krejcikova b.",1500,1557.11016512075,3402
"2021-wimbledon-2108","wimbledon",2021,2,5,87,"Clara Tauson","Barbora Krejcikova",96,1,1,1,"BW","NCTL",5,23.565,26.693,"30","15","30-15",0,1,0.952624839948784,0,0,0,4,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,3442
"2021-wimbledon-2108","wimbledon",2021,2,5,88,"Clara Tauson","Barbora Krejcikova",95,2,1,2,"BC","NCTL",2,17.538,18.871,"30","30","30-30",0,1,0.94270166453265,0,0,0,4,0.00493565733939594,"tauson c.","krejcikova b.",1500,1557.11016512075,3467
"2021-wimbledon-2108","wimbledon",2021,2,5,90,"Clara Tauson","Barbora Krejcikova",99,1,1,2,"BW","NCTL",2,19.198,19.937,"40","40","40-40",0,0,0.982394366197183,0,0,0,4,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,3527
"2021-wimbledon-2108","wimbledon",2021,2,5,91,"Clara Tauson","Barbora Krejcikova",94,1,1,1,"W","CTL",3,15.976,23.989,"AD","40","AD-40",0,1,0.932778489116517,0,0,0,4,0.488078399378659,"tauson c.","krejcikova b.",1500,1557.11016512075,3550
"2021-wimbledon-2108","wimbledon",2021,2,5,92,"Clara Tauson","Barbora Krejcikova",95,1,1,1,"C","NCTL",1,12.375,14.531,"0","0","0-0",1,1,0.94270166453265,0,0,1,4,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,3576
"2021-wimbledon-2108","wimbledon",2021,2,6,93,"Clara Tauson","Barbora Krejcikova",103,1,2,2,"C","NCTL",3,20.13,13.514,"0","15","15-0",0,0,1.02589641434263,0,0,1,4,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,3683
"2021-wimbledon-2108","wimbledon",2021,2,6,94,"Clara Tauson","Barbora Krejcikova",85,2,2,2,"B","NCTL",1,14.222,15.533,"0","30","30-0",0,1,0.846613545816733,0,0,1,4,0.559358499156245,"tauson c.","krejcikova b.",1500,1557.11016512075,3708
"2021-wimbledon-2108","wimbledon",2021,2,6,95,"Clara Tauson","Barbora Krejcikova",93,1,2,2,"W","NCTL",1,16.769,15.943,"0","40","40-0",0,0,0.926294820717131,0,0,1,4,0.835679640935306,"tauson c.","krejcikova b.",1500,1557.11016512075,3741
"2021-wimbledon-2108","wimbledon",2021,2,6,96,"Clara Tauson","Barbora Krejcikova",101,1,2,2,"C","NCTL",1,21.111,18.089,"0","0","0-0",2,0,1.00597609561753,0,0,1,5,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,3760
"2021-wimbledon-2108","wimbledon",2021,2,7,97,"Clara Tauson","Barbora Krejcikova",104,1,1,1,"C","NCTL",3,17.324,22.466,"15","0","15-0",0,1,1.03201024327785,0,0,1,5,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,3791
"2021-wimbledon-2108","wimbledon",2021,2,7,98,"Clara Tauson","Barbora Krejcikova",106,1,1,1,"C","NCTL",1,15.75,19.283,"30","0","30-0",0,1,1.05185659411012,0,0,1,5,0.559358499156245,"tauson c.","krejcikova b.",1500,1557.11016512075,3809
"2021-wimbledon-2108","wimbledon",2021,2,7,99,"Clara Tauson","Barbora Krejcikova",108,1,1,2,"BC","NCTL",4,33.927,28.142,"30","15","30-15",0,0,1.07170294494238,0,0,1,5,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,3824
"2021-wimbledon-2108","wimbledon",2021,2,7,100,"Clara Tauson","Barbora Krejcikova",89,2,1,2,"W","NCTL",2,17.108,16.997,"30","30","30-30",0,1,0.883162612035851,0,0,1,5,0.00493565733939594,"tauson c.","krejcikova b.",1500,1557.11016512075,3850
"2021-wimbledon-2108","wimbledon",2021,2,7,101,"Clara Tauson","Barbora Krejcikova",93,2,1,2,"BC","NCTL",6,27.218,33.88,"30","40","30-40",0,1,0.922855313700384,0,0,1,5,0.0871620525692004,"tauson c.","krejcikova b.",1500,1557.11016512075,3901
"2021-wimbledon-2108","wimbledon",2021,2,7,102,"Clara Tauson","Barbora Krejcikova",105,1,1,1,"W","CTL",1,4.124,17.216,"40","40","40-40",0,1,1.04193341869398,0,1,1,5,0.00452814473570251,"tauson c.","krejcikova b.",1500,1557.11016512075,3949
"2021-wimbledon-2108","wimbledon",2021,2,7,103,"Clara Tauson","Barbora Krejcikova",105,1,1,1,"C","CTL",3,16.32,22.238,"AD","40","AD-40",0,1,1.04193341869398,0,0,1,5,0.488078399378659,"tauson c.","krejcikova b.",1500,1557.11016512075,3969
"2021-wimbledon-2108","wimbledon",2021,2,7,104,"Clara Tauson","Barbora Krejcikova",104,1,1,1,"W","NCTL",3,17.131,20.634,"0","0","0-0",1,1,1.03201024327785,0,0,2,5,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,3991
"2021-wimbledon-2108","wimbledon",2021,2,8,105,"Clara Tauson","Barbora Krejcikova",96,1,2,2,"","",3,0,0,"0","15","15-0",0,0,0.956175298804781,0,0,2,5,0.263051469075974,"tauson c.","krejcikova b.",1500,1557.11016512075,4086
"2021-wimbledon-2108","wimbledon",2021,2,8,106,"Clara Tauson","Barbora Krejcikova",99,1,2,2,"C","NCTL",1,13.008,12.371,"0","30","30-0",0,0,0.98605577689243,0,0,2,5,0.559358499156245,"tauson c.","krejcikova b.",1500,1557.11016512075,4108
"2021-wimbledon-2108","wimbledon",2021,2,8,107,"Clara Tauson","Barbora Krejcikova",89,2,2,1,"B","NCTL",2,23.076,19.486,"15","30","30-15",0,0,0.886454183266932,0,0,2,5,0.11797216164867,"tauson c.","krejcikova b.",1500,1557.11016512075,4125
"2021-wimbledon-2108","wimbledon",2021,2,8,108,"Clara Tauson","Barbora Krejcikova",98,1,2,1,"BW","NCTL",2,21.582,21.367,"30","30","30-30",0,1,0.97609561752988,0,0,2,5,0.00493565733939594,"tauson c.","krejcikova b.",1500,1557.11016512075,4161
"2021-wimbledon-2108","wimbledon",2021,2,8,109,"Clara Tauson","Barbora Krejcikova",94,1,2,2,"W","NCTL",1,14.473,13.017,"30","40","40-30",0,0,0.936254980079681,0,0,2,5,0.0905063391120761,"tauson c.","krejcikova b.",1500,1557.11016512075,4184
"2021-wimbledon-2108","wimbledon",2021,2,8,110,"Clara Tauson","Barbora Krejcikova",99,1,2,2,"C","NCTL",5,29.035,23.969,"0","0","0-0",2,0,0.98605577689243,0,0,2,6,0.00966724276425709,"tauson c.","krejcikova b.",1500,1557.11016512075,4204
"2021-wimbledon-2109","wimbledon",2021,1,1,1,"Victoria Azarenka","Kateryna Kozlova",84,2,1,2,"BC","NCTL",6,32.05,27.993,"0","15","0-15",0,1,0.810402684563758,0,0,0,0,0.255731469782031,"azarenka v.","kozlova k.",1522.891844153,1500,0
"2021-wimbledon-2109","wimbledon",2021,1,1,2,"Victoria Azarenka","Kateryna Kozlova",82,2,1,1,"BC","NCTL",9,43.787,43.062,"15","15","15-15",0,0,0.791107382550336,0,0,0,0,0.00149198961533858,"azarenka v.","kozlova k.",1522.891844153,1500,46
"2021-wimbledon-2109","wimbledon",2021,1,1,3,"Victoria Azarenka","Kateryna Kozlova",100,1,1,2,"W","NCTL",4,24.828,26.591,"15","30","15-30",0,0,0.964765100671141,0,0,0,0,0.105611045837095,"azarenka v.","kozlova k.",1522.891844153,1500,90
"2021-wimbledon-2109","wimbledon",2021,1,1,4,"Victoria Azarenka","Kateryna Kozlova",91,2,1,1,"B","NCTL",5,29.634,31.191,"30","30","30-30",0,0,0.877936241610738,0,0,0,0,0.00493565733939594,"azarenka v.","kozlova k.",1522.891844153,1500,119
