"ServerName","serve_score_rf","serve_score_rf_weighted","ace_pct","avg_speed","sd_speed","location_entropy","rescaled_ace_pct","rescaled_avg_speed","rescaled_sd_speed","rescaled_location_entropy","n_serves"
"alex molcan",-0.618584337273566,0.239975359637172,0.0338983050847458,112.593220338983,7.94836492417497,2.55993703238019,0.116873260814571,0.419053341191385,0.48034431435989,0.454170413067259,59
"aleksandar vukic",-1.60836981488362,0.225906720876369,0.0178571428571429,115.482142857143,5.25353931408868,2.65854185601814,0.0615671641791045,0.554192002954276,0.120523377937199,0.566299294360588,56
"kei nishikori",-0.566750648339402,0.223900516897315,0.0449438202247191,108.808988764045,7.98987484896635,2.81112910089213,0.15495555928224,0.242033712723203,0.485886839988771,0.739814508283299,89
"ricardas berankis",-0.746925503316028,0.202978353405172,0.0224719101123595,110.584269662921,8.64029801248993,2.74151710870698,0.0774777796411202,0.325078198485389,0.57273322845046,0.660654944680402,89
"philipp kohlschreiber",0.142360541844114,0.192827528488608,0.0240963855421687,108.578313253012,11.054323160412,2.5680611313232,0.0830785829886711,0.231243122229169,0.895060872221609,0.463408765638543,83
"marco cecchinato",-0.490355315761921,0.189522307046211,0,115.393939393939,6.69393099166791,2.42806998518762,0,0.550066001683822,0.312848655054264,0.304217257271901,33
"adrian mannarino",-0.816922442300044,0.188643132090729,0.0142857142857143,109.119047619048,11.8402492153238,2.62300483035327,0.0492537313432836,0.256537714983356,1,0.525888219270336,210
"liam broady",-0.778762893697438,0.187813081279761,0.0314465408805031,108.433962264151,8.13457093691369,2.72174625993952,0.108420163334272,0.224490639483019,0.505207081590693,0.638172442580364,159
"francisco cerundolo",-0.666066456282744,0.185433243750446,0.0119047619047619,112.654761904762,4.93449634304203,2.94784889050233,0.041044776119403,0.421932146278703,0.077923834511676,0.895285980104368,84
"pablo andujar",-0.526092610935372,0.179089260579887,0.03125,110.078125,4.35089732580333,2.77722237133714,0.107742537313433,0.301401650576728,0,0.701257331128604,64
"roberto bautista agut",-0.673350808255857,0.175668187287494,0.0219298245614035,108.754385964912,8.28837241214735,2.77317363595232,0.0756087981146897,0.239479490809354,0.525743100928877,0.696653295011468,228
"pedro martinez",-0.516379253306093,0.165774980266156,0.0266666666666667,108.62,6.04087864181202,2.80516766569353,0.0919402985074627,0.233193154175609,0.22565121000302,0.733035437695679,150
"stefan kozlov",-1.01561083087535,0.159763957945875,0.0476190476190476,103.634920634921,8.63470414776361,2.67322122536968,0.164179104477612,0,0.571986319397603,0.582991999674106,63
"radu albot",-0.25309186189126,0.148331907636994,0,109.607142857143,10.3542415202813,2.53351574757879,0,0.279369942872613,0.801583939843744,0.424125340242118,28
"jenson brooksby",-1.29517854931583,0.142211113110011,0.0344827586206897,104.827586206897,7.83186906292194,2.69747535200647,0.118888317035512,0.0557907760815146,0.464789448869321,0.61057267966715,58
"yoshihito nishioka",-0.249081144087597,0.107932725902378,0.01,104.17,9.30955303856086,2.99959065175733,0.0344776119402985,0.0250300618584341,0.662094101853591,0.954124337008412,100
"diego schwartzman",-0.476480813581611,0.0981759789446545,0.0128205128205128,103.86858974359,7.87882754010463,3.01636590348615,0.0442020665901263,0.010930625671811,0.471059481026362,0.973200383598913,312
