server_name,random_intercept,group,model,rank,label
Stefanos Tsitsipas,0.0363384778663657,m_first,Speed_MPH_z,17,Average
Sumit Nagal,-0.00360483361361473,m_first,Speed_MPH_z,50,Average
Tallon Griekspoor,-0.000676857058380319,m_first,Speed_MPH_z,48,Average
Taylor Fritz,-0.0138062425980459,m_first,Speed_MPH_z,59,Average
Thanasi Kokkinakis,0.0314233452185019,m_first,Speed_MPH_z,21,Average
Thiago Monteiro,-0.0348707146203094,m_first,Speed_MPH_z,74,Average
Thiago Seyboth Wild,0.00647993881301656,m_first,Speed_MPH_z,40,Average
Tomas Machac,-0.020902958020845,m_first,Speed_MPH_z,62,Average
Tommy Paul,0.0356927275355157,m_first,Speed_MPH_z,18,Average
Ugo Humbert,0.000460147913082444,m_first,Speed_MPH_z,46,Average
Yunchaokete Bu,-0.0188186170212649,m_first,Speed_MPH_z,60,Average
Zizou Bergs,0.0330413374040979,m_first,Speed_MPH_z,19,Average
Adam Walton,0.0381145361793566,m_first,speed_ratio_z,30,Average
Adrian Mannarino,-0.11598569926717,m_first,speed_ratio_z,87,Under-performer
Alejandro Davidovich Fokina,0.00170440698256036,m_first,speed_ratio_z,47,Average
Alejandro Tabilo,0.00354892798517781,m_first,speed_ratio_z,46,Average
Aleksandar Kovacevic,0.0344265055919118,m_first,speed_ratio_z,31,Average
Aleksandar Vukic,-0.0620870820390786,m_first,speed_ratio_z,73,Average
Alex de Minaur,0.0607357101699114,m_first,speed_ratio_z,23,Average
Alex Michelsen,-0.0804501708860843,m_first,speed_ratio_z,79,Average
Alexander Bublik,0.061486799190669,m_first,speed_ratio_z,22,Average
Alexander Shevchenko,-0.126573200193829,m_first,speed_ratio_z,89,Under-performer
Alexander Zverev,0.0710555558675897,m_first,speed_ratio_z,19,Average
Alexandre Muller,-0.0436156945690038,m_first,speed_ratio_z,62,Average
Alexei Popyrin,0.168610935200356,m_first,speed_ratio_z,5,Over-performer
Andrey Rublev,0.15502351645971,m_first,speed_ratio_z,6,Over-performer
Arthur Cazaux,0.0391992185325644,m_first,speed_ratio_z,29,Average
Arthur Fils,0.103274158206238,m_first,speed_ratio_z,12,Average
Arthur Rinderknech,0.0839077348321825,m_first,speed_ratio_z,16,Average
Ben Shelton,0.13748701060392,m_first,speed_ratio_z,7,Over-performer
Borna Coric,-0.119842051441759,m_first,speed_ratio_z,88,Under-performer
Botic van De Zandschulp,0.117037902385686,m_first,speed_ratio_z,10,Over-performer
Botic Van De Zandschulp,-0.0554040770117227,m_first,speed_ratio_z,69,Average
Brandon Nakashima,-0.079170721452148,m_first,speed_ratio_z,77,Average
Carlos Alcaraz,0.104567967917415,m_first,speed_ratio_z,11,Average
Casper Ruud,-0.0446298278785126,m_first,speed_ratio_z,63,Average
Christopher Eubanks,0.0798702125467373,m_first,speed_ratio_z,17,Average
Constant Lestienne,-0.133468944987139,m_first,speed_ratio_z,90,Under-performer
Corentin Moutet,-0.104707346794454,m_first,speed_ratio_z,84,Average
Daniel Altmaier,-0.0365361973355208,m_first,speed_ratio_z,58,Average
Daniel Evans,0.0317016322264677,m_first,speed_ratio_z,32,Average
Daniil Medvedev,0.0290594684886786,m_first,speed_ratio_z,33,Average
David Goffin,-0.0027637593042598,m_first,speed_ratio_z,51,Average
Denis Shapovalov,0.217037249714913,m_first,speed_ratio_z,3,Over-performer
Dominik Koepfer,-0.166766180524214,m_first,speed_ratio_z,94,Under-performer
Dusan Lajovic,-0.0107675878329473,m_first,speed_ratio_z,52,Average
Fabian Marozsan,-0.000308981292935474,m_first,speed_ratio_z,50,Average
Fabio Fognini,0.00744171771872008,m_first,speed_ratio_z,41,Average
Facundo Diaz Acosta,0.00737338891280268,m_first,speed_ratio_z,42,Average
Federico Coria,-0.115404310297299,m_first,speed_ratio_z,86,Under-performer
Flavio Cobolli,-0.0166014769983999,m_first,speed_ratio_z,54,Average
Frances Tiafoe,0.189269514157965,m_first,speed_ratio_z,4,Over-performer
Francisco Cerundolo,0.0639575494605531,m_first,speed_ratio_z,21,Average
Gabriel Diallo,-0.032953066205942,m_first,speed_ratio_z,57,Average
Gael Monfils,0.223867289137174,m_first,speed_ratio_z,1,Over-performer
Grigor Dimitrov,0.095312506995723,m_first,speed_ratio_z,13,Average
Hamad Medjedovic,0.093611819143461,m_first,speed_ratio_z,14,Average
Holger Rune,-0.0406058703377858,m_first,speed_ratio_z,60,Average
Hubert Hurkacz,0.00543716716645187,m_first,speed_ratio_z,43,Average
Hugo Gaston,-0.205811057749506,m_first,speed_ratio_z,95,Under-performer
Jack Draper,0.00974540617021705,m_first,speed_ratio_z,39,Average
Jakub Mensik,-0.0613672041565455,m_first,speed_ratio_z,72,Average
James Duckworth,-0.0678735929157985,m_first,speed_ratio_z,75,Average
Jannik Sinner,-0.101782914900921,m_first,speed_ratio_z,83,Average
Jiri Lehecka,-0.0488322000892379,m_first,speed_ratio_z,66,Average
Jordan Thompson,-0.0499810775287693,m_first,speed_ratio_z,67,Average
Juncheng Shang,0.0587558674112298,m_first,speed_ratio_z,25,Average
Karen Khachanov,0.0462615060799471,m_first,speed_ratio_z,27,Average
Laslo Djere,-0.025791759277403,m_first,speed_ratio_z,56,Average
Lorenzo Musetti,-0.0837313549493218,m_first,speed_ratio_z,80,Average
Lorenzo Sonego,0.0450623624342434,m_first,speed_ratio_z,28,Average
Luca Nardi,0.000275918677488128,m_first,speed_ratio_z,49,Average
Luciano Darderi,-0.0596152073730603,m_first,speed_ratio_z,71,Average
Mackenzie McDonald,-0.101716776389271,m_first,speed_ratio_z,82,Average
Marcos Giron,-0.0145178440199494,m_first,speed_ratio_z,53,Average
Mariano Navone,-0.0761795196331142,m_first,speed_ratio_z,76,Average
Matteo Arnaldi,0.00372005725267043,m_first,speed_ratio_z,45,Average
Matteo Berrettini,-0.0169149997973131,m_first,speed_ratio_z,55,Average
Mattia Bellucci,0.117764182155027,m_first,speed_ratio_z,9,Over-performer
Max Purcell,0.0256107193941996,m_first,speed_ratio_z,34,Average
Maximilian Marterer,-0.0403105692678744,m_first,speed_ratio_z,59,Average
Miomir Kecmanovic,0.0789733059257041,m_first,speed_ratio_z,18,Average
Nicolas Jarry,0.0182340833900703,m_first,speed_ratio_z,36,Average
Novak Djokovic,0.219743537823314,m_first,speed_ratio_z,2,Over-performer
Nuno Borges,-0.0954600973683184,m_first,speed_ratio_z,81,Average
Pavel Kotov,-0.139407799411976,m_first,speed_ratio_z,91,Under-performer
Pedro Martinez,-0.111044904989807,m_first,speed_ratio_z,85,Average
Rinky Hijikata,-0.155370983821873,m_first,speed_ratio_z,93,Under-performer
Roberto Bautista Agut,-0.0472871770733112,m_first,speed_ratio_z,65,Average
Roberto Carballes Baena,-0.0794564847676467,m_first,speed_ratio_z,78,Average
Roman Safiullin,0.0679294776284923,m_first,speed_ratio_z,20,Average
Sebastian Baez,-0.142749350868019,m_first,speed_ratio_z,92,Under-performer
Sebastian Korda,-0.0453323447897306,m_first,speed_ratio_z,64,Average
Sebastian Ofner,0.0013995632564333,m_first,speed_ratio_z,48,Average
Stan Wawrinka,0.0179007176877693,m_first,speed_ratio_z,38,Average
Stefanos Tsitsipas,0.123837560837385,m_first,speed_ratio_z,8,Over-performer
Sumit Nagal,-0.0644059381288072,m_first,speed_ratio_z,74,Average
Tallon Griekspoor,0.0208425296249004,m_first,speed_ratio_z,35,Average
Taylor Fritz,0.0473951213696552,m_first,speed_ratio_z,26,Average
Thanasi Kokkinakis,0.0841413403207847,m_first,speed_ratio_z,15,Average
Thiago Monteiro,-0.0531933057884683,m_first,speed_ratio_z,68,Average
Thiago Seyboth Wild,0.0180969048278427,m_first,speed_ratio_z,37,Average
Tomas Machac,-0.056393104048789,m_first,speed_ratio_z,70,Average
Tommy Paul,0.00744288621680091,m_first,speed_ratio_z,40,Average
Ugo Humbert,0.00514504145792301,m_first,speed_ratio_z,44,Average
Yunchaokete Bu,-0.0407575076665929,m_first,speed_ratio_z,61,Average
Zizou Bergs,0.0590832049839375,m_first,speed_ratio_z,24,Average
Adam Walton,0.00778999909471541,m_second,Speed_MPH_z,41,Average
Adrian Mannarino,0.0239832674592131,m_second,Speed_MPH_z,26,Average
Alejandro Davidovich Fokina,0.00981219751222026,m_second,Speed_MPH_z,39,Average
Alejandro Tabilo,-0.0261164778216718,m_second,Speed_MPH_z,65,Average
Aleksandar Kovacevic,-0.0278446394456072,m_second,Speed_MPH_z,69,Average
Aleksandar Vukic,-0.0017157040058382,m_second,Speed_MPH_z,48,Average
Alex de Minaur,0.069356702489297,m_second,Speed_MPH_z,6,Over-performer
Alex Michelsen,-0.0560998559468238,m_second,Speed_MPH_z,89,Under-performer
Alexander Bublik,0.00496341034843862,m_second,Speed_MPH_z,44,Average
Alexander Shevchenko,0.0476763601485909,m_second,Speed_MPH_z,9,Over-performer
Alexander Zverev,0.011324340961871,m_second,Speed_MPH_z,34,Average
Alexandre Muller,-0.0450760447481474,m_second,Speed_MPH_z,83,Average
Alexei Popyrin,-0.0351395573643466,m_second,Speed_MPH_z,77,Average
Andrey Rublev,-0.0059571348616628,m_second,Speed_MPH_z,52,Average
Arthur Cazaux,-0.0285077918420903,m_second,Speed_MPH_z,70,Average
Arthur Fils,-0.0355676298337874,m_second,Speed_MPH_z,78,Average
Arthur Rinderknech,-0.0783490439020286,m_second,Speed_MPH_z,94,Under-performer
Ben Shelton,0.0165466226223206,m_second,Speed_MPH_z,30,Average
Borna Coric,-0.00823217727059062,m_second,Speed_MPH_z,54,Average
Botic van De Zandschulp,-0.0341359174197828,m_second,Speed_MPH_z,76,Average
Botic Van De Zandschulp,0.0475166116744727,m_second,Speed_MPH_z,10,Over-performer
Brandon Nakashima,-0.0271002781778475,m_second,Speed_MPH_z,68,Average
Carlos Alcaraz,0.215664148788169,m_second,Speed_MPH_z,1,Over-performer
Casper Ruud,0.0486804480575224,m_second,Speed_MPH_z,8,Over-performer
Christopher Eubanks,-0.0189964100139284,m_second,Speed_MPH_z,61,Average
Constant Lestienne,-0.0691811008360544,m_second,Speed_MPH_z,92,Under-performer
Corentin Moutet,0.0920205030922696,m_second,Speed_MPH_z,3,Over-performer
Daniel Altmaier,-0.0371918423503569,m_second,Speed_MPH_z,81,Average
Daniel Evans,-0.0310388586267466,m_second,Speed_MPH_z,74,Average
Daniil Medvedev,-0.0861482828275188,m_second,Speed_MPH_z,95,Under-performer
David Goffin,-0.0537440951018058,m_second,Speed_MPH_z,88,Under-performer
Denis Shapovalov,0.027507061325911,m_second,Speed_MPH_z,23,Average
Dominik Koepfer,-0.0512988203357442,m_second,Speed_MPH_z,86,Under-performer
Dusan Lajovic,0.0107901210761605,m_second,Speed_MPH_z,37,Average
Fabian Marozsan,-0.0605537843664038,m_second,Speed_MPH_z,90,Under-performer
Fabio Fognini,-0.00321695295503188,m_second,Speed_MPH_z,50,Average
Facundo Diaz Acosta,0.0285521952431881,m_second,Speed_MPH_z,21,Average
Federico Coria,-0.0445168292602804,m_second,Speed_MPH_z,82,Average
Flavio Cobolli,0.0135664403145461,m_second,Speed_MPH_z,31,Average
Frances Tiafoe,0.0357656478021985,m_second,Speed_MPH_z,13,Average
Francisco Cerundolo,0.0409910400102767,m_second,Speed_MPH_z,12,Average
Gabriel Diallo,-0.017035023396373,m_second,Speed_MPH_z,58,Average
Gael Monfils,-0.00936519329055779,m_second,Speed_MPH_z,55,Average
Grigor Dimitrov,0.0187502011635253,m_second,Speed_MPH_z,29,Average
Hamad Medjedovic,-0.0186042811769084,m_second,Speed_MPH_z,60,Average
Holger Rune,-0.0303754665274072,m_second,Speed_MPH_z,73,Average
Hubert Hurkacz,-0.00285029340016512,m_second,Speed_MPH_z,49,Average
Hugo Gaston,-0.0260928754020504,m_second,Speed_MPH_z,64,Average
Jack Draper,-0.0291066513878951,m_second,Speed_MPH_z,72,Average
Jakub Mensik,-0.0610790157995051,m_second,Speed_MPH_z,91,Under-performer
James Duckworth,-0.00659733117802231,m_second,Speed_MPH_z,53,Average
Jannik Sinner,-0.0313750633133161,m_second,Speed_MPH_z,75,Average
Jiri Lehecka,0.00887793112042334,m_second,Speed_MPH_z,40,Average
Jordan Thompson,-0.0287457535604386,m_second,Speed_MPH_z,71,Average
Juncheng Shang,-0.0370106312718374,m_second,Speed_MPH_z,80,Average
Karen Khachanov,0.0340207932731931,m_second,Speed_MPH_z,14,Average
Laslo Djere,-0.0135348400236142,m_second,Speed_MPH_z,57,Average
Lorenzo Musetti,0.0413171631375593,m_second,Speed_MPH_z,11,Average
Lorenzo Sonego,0.0304964834134183,m_second,Speed_MPH_z,19,Average
Luca Nardi,0.0112002762895017,m_second,Speed_MPH_z,35,Average
Luciano Darderi,0.0326803368839192,m_second,Speed_MPH_z,17,Average
Mackenzie McDonald,0.0202274740240864,m_second,Speed_MPH_z,28,Average
Marcos Giron,0.0541045626152829,m_second,Speed_MPH_z,7,Over-performer
Mariano Navone,-0.0358553334532638,m_second,Speed_MPH_z,79,Average
Matteo Arnaldi,0.0132769802949536,m_second,Speed_MPH_z,32,Average
Matteo Berrettini,-0.023090054857686,m_second,Speed_MPH_z,62,Average
Mattia Bellucci,0.00506126103196317,m_second,Speed_MPH_z,43,Average
Max Purcell,0.033579959606288,m_second,Speed_MPH_z,15,Average
Maximilian Marterer,0.0208130183391613,m_second,Speed_MPH_z,27,Average
Miomir Kecmanovic,0.0262334678587441,m_second,Speed_MPH_z,24,Average
Nicolas Jarry,-0.0455131779258049,m_second,Speed_MPH_z,84,Average
Novak Djokovic,0.107629519746954,m_second,Speed_MPH_z,2,Over-performer
Nuno Borges,0.0281096397805891,m_second,Speed_MPH_z,22,Average
Pavel Kotov,-0.0269288909965782,m_second,Speed_MPH_z,67,Average
Pedro Martinez,0.0132427516816024,m_second,Speed_MPH_z,33,Average
Rinky Hijikata,-0.0705255450838229,m_second,Speed_MPH_z,93,Under-performer
Roberto Bautista Agut,0.0110724840020333,m_second,Speed_MPH_z,36,Average
Roberto Carballes Baena,0.0752676455726021,m_second,Speed_MPH_z,5,Over-performer
Roman Safiullin,0.0247531247092899,m_second,Speed_MPH_z,25,Average
Sebastian Baez,-0.0235626547831465,m_second,Speed_MPH_z,63,Average
Sebastian Korda,-0.010043835801891,m_second,Speed_MPH_z,56,Average
Sebastian Ofner,-0.000393438698608928,m_second,Speed_MPH_z,47,Average
Stan Wawrinka,0.0333100287537589,m_second,Speed_MPH_z,16,Average
Stefanos Tsitsipas,0.00356073888688839,m_second,Speed_MPH_z,45,Average
Sumit Nagal,0.00708753999941645,m_second,Speed_MPH_z,42,Average
Tallon Griekspoor,-0.0531356622427928,m_second,Speed_MPH_z,87,Under-performer
Taylor Fritz,0.0314489600236214,m_second,Speed_MPH_z,18,Average
Thanasi Kokkinakis,0.00300460016666196,m_second,Speed_MPH_z,46,Average
Thiago Monteiro,-0.018219592931885,m_second,Speed_MPH_z,59,Average
Thiago Seyboth Wild,0.028585840363973,m_second,Speed_MPH_z,20,Average
Tomas Machac,0.0800290933134571,m_second,Speed_MPH_z,4,Over-performer
Tommy Paul,0.0101165555846646,m_second,Speed_MPH_z,38,Average
Ugo Humbert,-0.00566198007090691,m_second,Speed_MPH_z,51,Average
Yunchaokete Bu,-0.0492767951967038,m_second,Speed_MPH_z,85,Average
Zizou Bergs,-0.026453096181416,m_second,Speed_MPH_z,66,Average
Adam Walton,0.0068182451374167,m_second,speed_ratio_z,40,Average
Adrian Mannarino,0.00805662293583354,m_second,speed_ratio_z,34,Average
Alejandro Davidovich Fokina,0.00684498794976527,m_second,speed_ratio_z,39,Average
Alejandro Tabilo,-0.0299117604971457,m_second,speed_ratio_z,71,Average
Aleksandar Kovacevic,-0.0273852926557202,m_second,speed_ratio_z,67,Average
Aleksandar Vukic,-0.00174640459889135,m_second,speed_ratio_z,50,Average
Alex de Minaur,0.0741088831673419,m_second,speed_ratio_z,6,Over-performer
Alex Michelsen,-0.0593784858539043,m_second,speed_ratio_z,88,Under-performer
Alexander Bublik,0.00791706894975926,m_second,speed_ratio_z,35,Average
Alexander Shevchenko,0.0469832979126302,m_second,speed_ratio_z,11,Average
Alexander Zverev,0.0393094973220805,m_second,speed_ratio_z,17,Average
Alexandre Muller,-0.055346310122545,m_second,speed_ratio_z,86,Under-performer
Alexei Popyrin,-0.029624398347125,m_second,speed_ratio_z,70,Average
Andrey Rublev,-0.00407272260453876,m_second,speed_ratio_z,51,Average
Arthur Cazaux,-0.0249077627246017,m_second,speed_ratio_z,65,Average
Arthur Fils,-0.0347616781475131,m_second,speed_ratio_z,72,Average
Arthur Rinderknech,-0.0720093359636545,m_second,speed_ratio_z,92,Under-performer
Ben Shelton,0.0249701986240278,m_second,speed_ratio_z,28,Average
Borna Coric,-0.0064241108479319,m_second,speed_ratio_z,55,Average
Botic van De Zandschulp,-0.0286880334168096,m_second,speed_ratio_z,68,Average
Botic Van De Zandschulp,0.0523985861835072,m_second,speed_ratio_z,8,Over-performer
Brandon Nakashima,-0.0223153565387324,m_second,speed_ratio_z,64,Average
Carlos Alcaraz,0.219917105215635,m_second,speed_ratio_z,1,Over-performer
Casper Ruud,0.0482542413247409,m_second,speed_ratio_z,10,Over-performer
Christopher Eubanks,-0.0176853207475883,m_second,speed_ratio_z,61,Average
Constant Lestienne,-0.0830409806527332,m_second,speed_ratio_z,94,Under-performer
Corentin Moutet,0.0755776706228327,m_second,speed_ratio_z,4,Over-performer
Daniel Altmaier,-0.041986967250762,m_second,speed_ratio_z,78,Average
Daniel Evans,-0.0409679355305989,m_second,speed_ratio_z,77,Average
Daniil Medvedev,-0.0771140996057307,m_second,speed_ratio_z,93,Under-performer
David Goffin,-0.0716831197476366,m_second,speed_ratio_z,91,Under-performer
Denis Shapovalov,0.0348371128789782,m_second,speed_ratio_z,20,Average
Dominik Koepfer,-0.0603709444194553,m_second,speed_ratio_z,89,Under-performer
Dusan Lajovic,0.00698312235122701,m_second,speed_ratio_z,38,Average
Fabian Marozsan,-0.0672612321175809,m_second,speed_ratio_z,90,Under-performer
Fabio Fognini,-0.005236450347726,m_second,speed_ratio_z,52,Average
Facundo Diaz Acosta,0.0284158188929761,m_second,speed_ratio_z,25,Average
Federico Coria,-0.051011961517523,m_second,speed_ratio_z,83,Average
Flavio Cobolli,0.00776552930098498,m_second,speed_ratio_z,36,Average
Frances Tiafoe,0.0547461631740886,m_second,speed_ratio_z,7,Over-performer
Francisco Cerundolo,0.0409305875969414,m_second,speed_ratio_z,14,Average
Gabriel Diallo,-0.0101385583451906,m_second,speed_ratio_z,57,Average
Gael Monfils,-0.00614131859698745,m_second,speed_ratio_z,54,Average
Grigor Dimitrov,0.0307173008369642,m_second,speed_ratio_z,23,Average
Hamad Medjedovic,-0.0161742096835524,m_second,speed_ratio_z,59,Average
Holger Rune,-0.0351107755634524,m_second,speed_ratio_z,73,Average
Hubert Hurkacz,0.00193865186970736,m_second,speed_ratio_z,47,Average
Hugo Gaston,-0.0424372565523679,m_second,speed_ratio_z,79,Average
Jack Draper,-0.0265001278720304,m_second,speed_ratio_z,66,Average
Jakub Mensik,-0.0565889648890581,m_second,speed_ratio_z,87,Under-performer
James Duckworth,-0.0121875256011728,m_second,speed_ratio_z,58,Average
Jannik Sinner,-0.0203336387408125,m_second,speed_ratio_z,63,Average
Jiri Lehecka,0.0127602749001331,m_second,speed_ratio_z,32,Average
Jordan Thompson,-0.0364602373827887,m_second,speed_ratio_z,74,Average
Juncheng Shang,-0.0475288049095009,m_second,speed_ratio_z,82,Average
Karen Khachanov,0.040545739216023,m_second,speed_ratio_z,15,Average
Laslo Djere,-0.0179584109493573,m_second,speed_ratio_z,62,Average
Lorenzo Musetti,0.0433734923628918,m_second,speed_ratio_z,13,Average
Lorenzo Sonego,0.0378054589753536,m_second,speed_ratio_z,19,Average
Luca Nardi,0.00987308649642134,m_second,speed_ratio_z,33,Average
Luciano Darderi,0.0326911015862778,m_second,speed_ratio_z,21,Average
Mackenzie McDonald,0.0191923717154049,m_second,speed_ratio_z,30,Average
Marcos Giron,0.0521777162308731,m_second,speed_ratio_z,9,Over-performer
Mariano Navone,-0.0432825626971684,m_second,speed_ratio_z,81,Average
Matteo Arnaldi,0.00636032716574985,m_second,speed_ratio_z,41,Average
Matteo Berrettini,-0.00124797533248135,m_second,speed_ratio_z,49,Average
Mattia Bellucci,0.0050943055490663,m_second,speed_ratio_z,43,Average
Max Purcell,0.0397175000013811,m_second,speed_ratio_z,16,Average
Maximilian Marterer,0.0224240637974932,m_second,speed_ratio_z,29,Average
Miomir Kecmanovic,0.0287436211563678,m_second,speed_ratio_z,24,Average
Nicolas Jarry,-0.0427714452466135,m_second,speed_ratio_z,80,Average
Novak Djokovic,0.118947168663151,m_second,speed_ratio_z,2,Over-performer
Nuno Borges,0.0265114130375392,m_second,speed_ratio_z,27,Average
Pavel Kotov,-0.0393765168441144,m_second,speed_ratio_z,76,Average
Pedro Martinez,0.00470897753138157,m_second,speed_ratio_z,45,Average
Rinky Hijikata,-0.0851462494348225,m_second,speed_ratio_z,95,Under-performer
Roberto Bautista Agut,0.00607756824914844,m_second,speed_ratio_z,42,Average
Roberto Carballes Baena,0.0753482488652902,m_second,speed_ratio_z,5,Over-performer
Roman Safiullin,0.0270630312844588,m_second,speed_ratio_z,26,Average
Sebastian Baez,-0.0385254367141034,m_second,speed_ratio_z,75,Average
