"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"laslo djere",0.610294117647059,0.138508033833147,0.373021030907402,-0.744127849363286,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.487201659543685,0.542993318805091,0.937940327697629,0.535743177043074,0.543774750084523,0.500475645065308,0.0856054293744559
"liam broady",0.5,-2.26351808206995,1.66183192063072,-0.510373263411528,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.10751498155887,-0.0864571415902505,0.0953829388923592,0.5164517974174,0.510591427519778,0.488832116127014,-0.0761265115374372
"lloyd harris",0.462686567164179,0.82941048081455,-0.720834253749068,-0.781070835898627,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.517871187421169,-0.538754393542882,-0.498272092614393,0.541930517544215,0.528686645413528,0.521026611328125,-0.0526105895691877
"lorenzo musetti",0.538461538461538,-0.163809014770157,0.147879678787785,-0.316446812365645,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.0224587658436899,-0.0544715562262663,-0.152599395847324,0.535024928413822,0.545134573552084,0.556328594684601,-0.0058725863035616
"lorenzo sonego",0.518115942028985,0.558229617765352,0.62619995986999,1.11851148656605,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.247694226914536,-0.428949802959561,-0.568126762811196,0.556017778438884,0.570664414764773,0.584634900093079,0.376193234244582
"lucas pouille",0.508474576271186,-0.529958483887292,-0.604139999342927,0.594774348033474,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.106218007307867,-0.248291227574603,-0.264024106178476,0.524727912438594,0.538891479863911,0.539387762546539,-0.211934779122121
"marco cecchinato",0.533333333333333,0.413163340006713,-1.55590349814424,-2.26696959979808,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,0.0879697253153018,0.147927770589555,0.821346766747034,0.519872324655587,0.515211449686207,0.437166184186935,-0.441915345330858
"marcos giron",0.422535211267606,-0.860336401322513,1.60177025540658,0.0144286438292374,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.753426167277724,-0.809400656459422,-0.957498018650528,0.537823466851172,0.521690795522056,0.534643590450287,0.245629324519872
"marin cilic",0.591133004926108,0.558665218034169,0.953866867150103,0.733786462599982,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.248326253491306,0.225329611896412,0.253955106406882,0.553134456662172,0.563529012837504,0.56139874458313,0.432965933651502
"marton fucsovics",0.558558558558559,-0.0919678423082315,0.0551284458540533,0.799493638266639,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,0.189371298697077,0.221677311516972,0.102650760644979,0.529581217934374,0.531401991333161,0.546539723873138,0.0902763438388281
"matteo berrettini",0.590191188694929,1.66906306262018,-0.206976690025494,0.204379431444196,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.206981228546194,0.326344457751045,0.292076997227942,0.5585192003648,0.550212378301997,0.555993437767029,0.330963735162713
"mattia bellucci",0.571428571428571,-0.23040417009304,-0.670179965995066,-0.10466475838555,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,0.244443547615941,0.355552567985304,0.744606348628686,0.534024149579082,0.527871623049051,0.484246551990509,-0.241604501980243
"max purcell",0.532258064516129,0.0083723076592536,1.03153151803726,0.0502256796413354,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.0660782904383716,-0.0787145843855808,0.0727808772911191,0.542369275365242,0.541900990478458,0.523736536502838,0.285967541456566
"maxime cressy",0.603448275862069,2.01748197712314,-0.510464440076911,-1.06609591774877,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,0.297443253685286,0.542336370892557,0.646698661807834,0.557933910497803,0.537009387668524,0.527729749679565,0.208727941920197
"maximilian marterer",0.5,1.23930454019817,-0.863336343462075,-0.078944923724704,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.319047390850003,-0.249299283662331,-0.269271525316327,0.548820201284603,0.530540395449993,0.531527578830719,0.049056534499012
"mikael ymer",0.525547445255474,-0.31639512327144,-0.644918481357395,1.84686750609298,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.169946939229853,-0.0961782792438128,0.119239622397043,0.551552496601606,0.537329760225077,0.511586308479309,-0.0857512174578667
"miomir kecmanovic",0.475,0.0740275692485529,-0.724463854153444,-0.135428103564275,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.386879424210909,-0.389865418614842,-0.508727877058622,0.534199767509547,0.522760442315997,0.534564256668091,-0.167507455672909
"nick kyrgios",0.557692307692308,1.65247304236645,-0.330946244852744,-2.95446753698362,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.0841249160726419,0.107249070460286,0.287192063532895,0.544819626537402,0.544553766035133,0.524066507816315,0.0652721623721047
"nicolas jarry",0.519553072625698,2.00534395583035,-0.603386313046039,0.425682639237708,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.293404265671591,-0.18102756779685,-0.387259271353705,0.564449397493568,0.541729845164502,0.564895212650299,0.316278379001141
"nikoloz basilashvili",0.540229885057471,-0.614517341254724,0.444422301254695,-1.0476421271871,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,0.156869829378,0.161910778402259,0.113533661295829,0.516225875417048,0.520395013783959,0.526936829090118,-0.0550111517774256
"novak djokovic",0.612646370023419,0.0416213928421387,0.91039090193448,-0.443744468252383,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.469090946101462,0.66014980580968,0.72804921829395,0.540866706355131,0.531774753268309,0.527402937412262,0.225754002654943
"oscar otte",0.415584415584416,0.486015479082894,-0.900433568121283,2.5043841472796,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-1,-1,-1,0.568603066370232,0.538089362254694,0.532669126987457,0.0671062635766962
"pablo andujar",0.540229885057471,-0.862040788124117,-2.2984535558377,-0.193146508525573,-0.181089448698018,4.43561344874265,-0.353718980430959,-1.56602823871233,-0.32456914940173,0.19001660828732,0.129845150621453,0.394160055969426,0.511153800030449,0.524323211805196,0.494079768657684,-1
